industry,city,investment_type,founded_year,no_of_founders,amount_in_inr,city_tier,market_size_category
EdTech,Chennai,Seed,2022,2,8568192,Tier-2,Small
AgriTech,Mumbai,Seed,2023,3,6658528,Tier-1,Small
E-commerce,Noida,Pre-Seed,2018,1,1556455,Tier-2,Large
HealthTech,Bangalore,Series A,2021,5,42442517,Tier-1,Medium
SaaS,Hyderabad,Series A,2023,4,26882192,Tier-2,Large
EdTech,Delhi,Seed,2020,4,5081503,Tier-1,Small
AgriTech,Mumbai,Seed,2019,3,4609992,Tier-1,Small
HealthTech,Hyderabad,Pre-Seed,2019,4,1025236,Tier-2,Medium
SaaS,Hyderabad,Series A,2023,5,43667181,Tier-2,Large
SaaS,Noida,Series A,2016,2,24385038,Tier-2,Large
E-commerce,Mumbai,Pre-Seed,2018,2,1378292,Tier-1,Large
AI,Pune,Seed,2015,1,3170366,Tier-2,Large
FinTech,Pune,Series B,2010,5,106467214,Tier-2,Large
Logistics,Mumbai,Seed,2022,4,6975631,Tier-1,Medium
HealthTech,Mumbai,Seed,2020,4,2578433,Tier-1,Medium
EdTech,Chennai,Series A,2019,5,22572919,Tier-2,Small
HealthTech,Bangalore,Pre-Seed,2021,2,635065,Tier-1,Medium
AI,Pune,Seed,2017,4,8674795,Tier-2,Large
FinTech,Chennai,Series A,2013,4,42980532,Tier-2,Large
HealthTech,Hyderabad,Series B,2019,5,74351102,Tier-2,Medium
AI,Hyderabad,Series A,2017,1,49280105,Tier-2,Large
EdTech,Hyderabad,Seed,2012,5,9315414,Tier-2,Small
E-commerce,Mumbai,Series A,2020,4,24689952,Tier-1,Large
AgriTech,Delhi,Series B,2015,5,156890859,Tier-1,Small
SaaS,Chennai,Seed,2013,5,8231334,Tier-2,Large
EdTech,Delhi,Pre-Seed,2019,1,662925,Tier-1,Small
FinTech,Noida,Series B,2013,2,199092397,Tier-2,Large
SaaS,Bangalore,Pre-Seed,2022,5,1304046,Tier-1,Large
AgriTech,Bangalore,Pre-Seed,2011,5,1605219,Tier-1,Small
EdTech,Chennai,Seed,2020,1,6123384,Tier-2,Small
Logistics,Hyderabad,Seed,2013,4,6730596,Tier-2,Medium
EdTech,Noida,Series A,2010,3,24696772,Tier-2,Small
EdTech,Pune,Seed,2010,3,6224352,Tier-2,Small
Logistics,Bangalore,Pre-Seed,2014,4,1596027,Tier-1,Medium
EdTech,Delhi,Series A,2010,4,44555655,Tier-1,Small
SaaS,Delhi,Series A,2022,4,39430805,Tier-1,Large
FinTech,Pune,Series B,2022,2,193441864,Tier-2,Large
AgriTech,Mumbai,Seed,2012,2,4085135,Tier-1,Small
AI,Hyderabad,Pre-Seed,2012,1,1041291,Tier-2,Large
HealthTech,Mumbai,Series A,2019,4,18861472,Tier-1,Medium
Logistics,Chennai,Pre-Seed,2013,5,1623433,Tier-2,Medium
E-commerce,Bangalore,Pre-Seed,2023,4,919258,Tier-1,Large
Logistics,Pune,Series A,2010,4,48062516,Tier-2,Medium
AgriTech,Pune,Seed,2021,5,6334027,Tier-2,Small
HealthTech,Pune,Seed,2016,1,5427050,Tier-2,Medium
HealthTech,Mumbai,Series A,2013,4,45353399,Tier-1,Medium
E-commerce,Mumbai,Seed,2016,5,2186341,Tier-1,Large
AgriTech,Chennai,Pre-Seed,2014,3,1871505,Tier-2,Small
SaaS,Delhi,Seed,2010,3,9983125,Tier-1,Large
FinTech,Delhi,Pre-Seed,2020,5,1601570,Tier-1,Large
E-commerce,Noida,Series C,2013,4,506709476,Tier-2,Large
FinTech,Chennai,Series A,2014,2,42346475,Tier-2,Large
SaaS,Pune,Seed,2020,2,9779765,Tier-2,Large
HealthTech,Delhi,Pre-Seed,2022,4,1862288,Tier-1,Medium
FinTech,Chennai,Pre-Seed,2021,5,816742,Tier-2,Large
SaaS,Delhi,Series B,2023,1,53532427,Tier-1,Large
SaaS,Noida,Series B,2021,2,166729034,Tier-2,Large
AI,Chennai,Pre-Seed,2013,3,1999712,Tier-2,Large
E-commerce,Delhi,Series B,2016,1,180522180,Tier-1,Large
AI,Pune,Seed,2010,3,3165503,Tier-2,Large
Logistics,Mumbai,Pre-Seed,2018,4,1057718,Tier-1,Medium
HealthTech,Mumbai,Pre-Seed,2015,1,770829,Tier-1,Medium
E-commerce,Noida,Series A,2021,4,17566930,Tier-2,Large
HealthTech,Pune,Seed,2017,2,5410055,Tier-2,Medium
AI,Delhi,Series B,2017,4,161849548,Tier-1,Large
AgriTech,Pune,Pre-Seed,2018,2,1688525,Tier-2,Small
SaaS,Chennai,Series A,2014,2,39290473,Tier-2,Large
HealthTech,Mumbai,Pre-Seed,2017,5,1129162,Tier-1,Medium
E-commerce,Bangalore,Pre-Seed,2017,4,926079,Tier-1,Large
Logistics,Noida,Pre-Seed,2022,1,1772795,Tier-2,Medium
E-commerce,Delhi,Series B,2023,1,72735874,Tier-1,Large
HealthTech,Bangalore,Series A,2015,5,47414438,Tier-1,Medium
E-commerce,Bangalore,Pre-Seed,2019,4,1188018,Tier-1,Large
Logistics,Noida,Seed,2020,5,8438380,Tier-2,Medium
SaaS,Hyderabad,Series A,2017,2,31476046,Tier-2,Large
AgriTech,Bangalore,Seed,2014,4,8868613,Tier-1,Small
SaaS,Bangalore,Series B,2020,1,64763677,Tier-1,Large
E-commerce,Pune,Series B,2019,2,71589178,Tier-2,Large
Logistics,Hyderabad,Series A,2017,5,23759364,Tier-2,Medium
Logistics,Hyderabad,Series A,2019,5,38023483,Tier-2,Medium
HealthTech,Hyderabad,Series A,2023,5,13236662,Tier-2,Medium
AI,Noida,Seed,2012,4,3225622,Tier-2,Large
E-commerce,Chennai,Seed,2013,5,8943828,Tier-2,Large
E-commerce,Hyderabad,Pre-Seed,2020,2,715479,Tier-2,Large
E-commerce,Pune,Series B,2022,4,142553843,Tier-2,Large
E-commerce,Chennai,Series A,2012,4,12551684,Tier-2,Large
HealthTech,Delhi,Pre-Seed,2014,2,1347146,Tier-1,Medium
AI,Chennai,Seed,2014,1,4757086,Tier-2,Large
AI,Delhi,Seed,2014,4,6882363,Tier-1,Large
FinTech,Hyderabad,Series B,2021,2,168367193,Tier-2,Large
E-commerce,Hyderabad,Seed,2021,4,3398157,Tier-2,Large
E-commerce,Delhi,Series A,2011,1,17284385,Tier-1,Large
FinTech,Mumbai,Pre-Seed,2018,1,618425,Tier-1,Large
AI,Pune,Series A,2021,3,41234346,Tier-2,Large
Logistics,Chennai,Seed,2016,4,4496296,Tier-2,Medium
Logistics,Pune,Pre-Seed,2021,4,1083049,Tier-2,Medium
EdTech,Pune,Series A,2017,2,46656548,Tier-2,Small
SaaS,Bangalore,Series A,2011,2,43504403,Tier-1,Large
EdTech,Hyderabad,Series C,2019,3,465371753,Tier-2,Small
AI,Chennai,Series A,2019,2,36095557,Tier-2,Large
AgriTech,Pune,Seed,2016,1,8599887,Tier-2,Small
E-commerce,Chennai,Series B,2012,5,87935083,Tier-2,Large
EdTech,Pune,Series B,2014,4,114955175,Tier-2,Small
HealthTech,Hyderabad,Seed,2016,3,4428145,Tier-2,Medium
Logistics,Pune,Seed,2021,4,7295070,Tier-2,Medium
HealthTech,Delhi,Series B,2023,3,72401763,Tier-1,Medium
FinTech,Hyderabad,Series A,2022,5,23454977,Tier-2,Large
AI,Chennai,Series A,2018,3,42053088,Tier-2,Large
AI,Noida,Pre-Seed,2019,3,1040711,Tier-2,Large
EdTech,Mumbai,Series A,2010,5,43135245,Tier-1,Small
E-commerce,Pune,Seed,2015,2,6012684,Tier-2,Large
AI,Delhi,Pre-Seed,2023,1,1512521,Tier-1,Large
EdTech,Hyderabad,Series B,2015,3,70893399,Tier-2,Small
EdTech,Bangalore,Series A,2011,1,42337676,Tier-1,Small
SaaS,Noida,Seed,2019,3,4202119,Tier-2,Large
SaaS,Noida,Seed,2018,5,4831329,Tier-2,Large
AI,Hyderabad,Pre-Seed,2014,1,1777773,Tier-2,Large
EdTech,Noida,Pre-Seed,2023,4,1321232,Tier-2,Small
FinTech,Chennai,Seed,2018,1,6189777,Tier-2,Large
FinTech,Chennai,Pre-Seed,2020,5,1266173,Tier-2,Large
SaaS,Bangalore,Seed,2013,2,8460186,Tier-1,Large
AI,Delhi,Series B,2021,2,130700475,Tier-1,Large
Logistics,Chennai,Pre-Seed,2014,1,1767879,Tier-2,Medium
E-commerce,Delhi,Pre-Seed,2014,5,1542461,Tier-1,Large
AgriTech,Delhi,Series B,2014,2,68936644,Tier-1,Small
Logistics,Hyderabad,Series A,2018,2,48581332,Tier-2,Medium
FinTech,Delhi,Pre-Seed,2010,2,718106,Tier-1,Large
FinTech,Pune,Pre-Seed,2017,1,1825359,Tier-2,Large
Logistics,Chennai,Series A,2016,2,39414032,Tier-2,Medium
SaaS,Chennai,Seed,2023,5,2048764,Tier-2,Large
SaaS,Mumbai,Series A,2010,5,33348167,Tier-1,Large
AI,Noida,Seed,2011,4,6436681,Tier-2,Large
SaaS,Delhi,Series C,2010,2,789893237,Tier-1,Large
HealthTech,Mumbai,Series A,2013,4,47653371,Tier-1,Medium
AgriTech,Hyderabad,Pre-Seed,2021,4,1759999,Tier-2,Small
Logistics,Mumbai,Seed,2019,2,3165554,Tier-1,Medium
Logistics,Noida,Series A,2018,4,31754783,Tier-2,Medium
EdTech,Delhi,Pre-Seed,2010,2,1200078,Tier-1,Small
FinTech,Noida,Pre-Seed,2012,3,1171989,Tier-2,Large
Logistics,Chennai,Pre-Seed,2020,5,1464081,Tier-2,Medium
HealthTech,Hyderabad,Seed,2016,3,8294066,Tier-2,Medium
Logistics,Delhi,Series A,2013,1,27904439,Tier-1,Medium
E-commerce,Hyderabad,Pre-Seed,2022,1,612924,Tier-2,Large
HealthTech,Bangalore,Series A,2015,4,26604484,Tier-1,Medium
AI,Delhi,Series A,2016,3,49331096,Tier-1,Large
E-commerce,Bangalore,Series B,2021,3,192404087,Tier-1,Large
E-commerce,Mumbai,Series B,2015,2,90295651,Tier-1,Large
Logistics,Delhi,Series B,2017,4,94185209,Tier-1,Medium
SaaS,Bangalore,Series C,2011,5,625885640,Tier-1,Large
Logistics,Pune,Seed,2010,3,7974829,Tier-2,Medium
HealthTech,Chennai,Seed,2016,3,5118679,Tier-2,Medium
AI,Mumbai,Seed,2012,2,2930659,Tier-1,Large
FinTech,Delhi,Seed,2023,2,4817575,Tier-1,Large
AgriTech,Delhi,Pre-Seed,2013,5,793090,Tier-1,Small
SaaS,Chennai,Series A,2023,4,43870407,Tier-2,Large
HealthTech,Chennai,Pre-Seed,2016,2,1909737,Tier-2,Medium
FinTech,Noida,Pre-Seed,2011,1,1755753,Tier-2,Large
HealthTech,Bangalore,Pre-Seed,2022,3,1552443,Tier-1,Medium
SaaS,Bangalore,Series B,2016,1,57612773,Tier-1,Large
FinTech,Bangalore,Pre-Seed,2013,1,1508896,Tier-1,Large
SaaS,Noida,Series B,2018,3,55616126,Tier-2,Large
HealthTech,Hyderabad,Pre-Seed,2010,3,610039,Tier-2,Medium
E-commerce,Mumbai,Series A,2012,2,10488396,Tier-1,Large
AgriTech,Delhi,Seed,2017,4,6180051,Tier-1,Small
EdTech,Mumbai,Seed,2016,3,9976361,Tier-1,Small
AgriTech,Chennai,Series C,2011,4,576605915,Tier-2,Small
E-commerce,Pune,Pre-Seed,2014,3,603418,Tier-2,Large
SaaS,Mumbai,Pre-Seed,2016,1,575146,Tier-1,Large
AgriTech,Mumbai,Series A,2014,1,23379974,Tier-1,Small
SaaS,Bangalore,Series A,2019,5,38388537,Tier-1,Large
SaaS,Chennai,Series C,2020,2,209817166,Tier-2,Large
FinTech,Mumbai,Series A,2010,2,14823988,Tier-1,Large
AI,Delhi,Series A,2014,3,48702943,Tier-1,Large
SaaS,Bangalore,Seed,2019,3,6539672,Tier-1,Large
AgriTech,Noida,Series A,2012,2,43144678,Tier-2,Small
AgriTech,Mumbai,Series A,2010,5,25584212,Tier-1,Small
AgriTech,Chennai,Pre-Seed,2019,3,606069,Tier-2,Small
E-commerce,Pune,Series A,2020,4,46230125,Tier-2,Large
EdTech,Delhi,Pre-Seed,2013,3,1457048,Tier-1,Small
SaaS,Pune,Seed,2016,4,3857085,Tier-2,Large
Logistics,Chennai,Seed,2016,4,8144809,Tier-2,Medium
SaaS,Chennai,Seed,2011,1,8124325,Tier-2,Large
SaaS,Chennai,Series A,2022,1,13261361,Tier-2,Large
Logistics,Pune,Pre-Seed,2011,5,957493,Tier-2,Medium
FinTech,Hyderabad,Pre-Seed,2010,1,887643,Tier-2,Large
SaaS,Delhi,Pre-Seed,2011,4,1839012,Tier-1,Large
E-commerce,Chennai,Pre-Seed,2023,5,1056610,Tier-2,Large
HealthTech,Hyderabad,Pre-Seed,2018,1,1417659,Tier-2,Medium
AI,Bangalore,Series A,2020,1,27371760,Tier-1,Large
AgriTech,Hyderabad,Seed,2021,4,7900236,Tier-2,Small
SaaS,Bangalore,Seed,2018,3,4856849,Tier-1,Large
FinTech,Pune,Series A,2016,5,35910777,Tier-2,Large
E-commerce,Noida,Series A,2020,1,14811436,Tier-2,Large
SaaS,Noida,Pre-Seed,2012,4,1141487,Tier-2,Large
Logistics,Hyderabad,Series B,2017,1,179235088,Tier-2,Medium
FinTech,Pune,Series C,2013,3,397851982,Tier-2,Large
HealthTech,Chennai,Pre-Seed,2022,2,1393840,Tier-2,Medium
EdTech,Hyderabad,Series A,2014,5,21058665,Tier-2,Small
SaaS,Hyderabad,Pre-Seed,2019,5,1722063,Tier-2,Large
E-commerce,Chennai,Pre-Seed,2014,4,769187,Tier-2,Large
FinTech,Bangalore,Seed,2011,4,3271771,Tier-1,Large
Logistics,Chennai,Series B,2018,1,163622255,Tier-2,Medium
FinTech,Delhi,Series A,2023,5,34306153,Tier-1,Large
SaaS,Noida,Seed,2015,1,9233126,Tier-2,Large
FinTech,Noida,Seed,2023,2,2883967,Tier-2,Large
EdTech,Hyderabad,Seed,2015,5,5005982,Tier-2,Small
FinTech,Delhi,Seed,2010,2,7118496,Tier-1,Large
AgriTech,Chennai,Series B,2011,1,62153729,Tier-2,Small
AI,Noida,Series A,2013,3,23467523,Tier-2,Large
AgriTech,Pune,Seed,2021,2,7904672,Tier-2,Small
AI,Chennai,Seed,2022,3,3908505,Tier-2,Large
FinTech,Mumbai,Series B,2017,5,107140786,Tier-1,Large
Logistics,Delhi,Series A,2017,3,44178457,Tier-1,Medium
Logistics,Noida,Pre-Seed,2018,3,1356946,Tier-2,Medium
SaaS,Mumbai,Seed,2010,1,3335808,Tier-1,Large
Logistics,Delhi,Seed,2023,1,2943883,Tier-1,Medium
AI,Pune,Series C,2021,1,441327332,Tier-2,Large
E-commerce,Mumbai,Seed,2020,1,2483111,Tier-1,Large
AI,Mumbai,Pre-Seed,2021,5,1828875,Tier-1,Large
AgriTech,Delhi,Seed,2017,1,5148599,Tier-1,Small
FinTech,Chennai,Seed,2013,5,2238059,Tier-2,Large
SaaS,Bangalore,Series A,2020,5,44011292,Tier-1,Large
HealthTech,Chennai,Pre-Seed,2014,3,584624,Tier-2,Medium
SaaS,Bangalore,Pre-Seed,2019,5,938281,Tier-1,Large
SaaS,Delhi,Pre-Seed,2014,1,1911622,Tier-1,Large
SaaS,Hyderabad,Seed,2023,4,3687941,Tier-2,Large
E-commerce,Chennai,Seed,2020,3,3516768,Tier-2,Large
EdTech,Mumbai,Series B,2016,5,76662545,Tier-1,Small
AgriTech,Chennai,Seed,2012,3,3109573,Tier-2,Small
FinTech,Delhi,Pre-Seed,2014,5,1004607,Tier-1,Large
EdTech,Hyderabad,Series A,2023,5,48840807,Tier-2,Small
HealthTech,Hyderabad,Series B,2016,3,93276116,Tier-2,Medium
EdTech,Chennai,Seed,2015,3,2106048,Tier-2,Small
FinTech,Chennai,Seed,2011,2,9235660,Tier-2,Large
AgriTech,Pune,Series A,2017,2,16976067,Tier-2,Small
AgriTech,Chennai,Pre-Seed,2022,1,837541,Tier-2,Small
FinTech,Delhi,Series B,2018,5,152300796,Tier-1,Large
HealthTech,Bangalore,Series B,2018,3,50078899,Tier-1,Medium
FinTech,Pune,Seed,2018,4,9701235,Tier-2,Large
HealthTech,Bangalore,Seed,2011,3,8662623,Tier-1,Medium
HealthTech,Mumbai,Pre-Seed,2019,2,1195028,Tier-1,Medium
FinTech,Noida,Series C,2012,3,284039368,Tier-2,Large
AI,Delhi,Series A,2013,4,21480828,Tier-1,Large
AgriTech,Pune,Seed,2011,3,5162992,Tier-2,Small
HealthTech,Hyderabad,Pre-Seed,2015,3,1876378,Tier-2,Medium
FinTech,Pune,Series A,2021,4,27507939,Tier-2,Large
Logistics,Mumbai,Series C,2016,2,770862126,Tier-1,Medium
AI,Hyderabad,Series A,2018,3,28648562,Tier-2,Large
AgriTech,Pune,Pre-Seed,2010,2,954700,Tier-2,Small
HealthTech,Hyderabad,Seed,2021,4,8218308,Tier-2,Medium
AgriTech,Chennai,Pre-Seed,2016,3,1125491,Tier-2,Small
AI,Hyderabad,Series B,2014,3,173887202,Tier-2,Large
AgriTech,Pune,Seed,2012,5,4857930,Tier-2,Small
E-commerce,Hyderabad,Series A,2020,1,25099193,Tier-2,Large
SaaS,Delhi,Pre-Seed,2014,4,1127038,Tier-1,Large
E-commerce,Chennai,Pre-Seed,2015,2,1418755,Tier-2,Large
AI,Chennai,Series A,2013,4,36908288,Tier-2,Large
HealthTech,Mumbai,Series B,2021,5,79969331,Tier-1,Medium
FinTech,Chennai,Pre-Seed,2019,4,1261788,Tier-2,Large
EdTech,Bangalore,Seed,2018,1,9327859,Tier-1,Small
FinTech,Delhi,Series A,2010,4,30726387,Tier-1,Large
AgriTech,Mumbai,Series A,2021,2,46099537,Tier-1,Small
EdTech,Bangalore,Series A,2019,2,37068225,Tier-1,Small
EdTech,Hyderabad,Pre-Seed,2015,1,605472,Tier-2,Small
AgriTech,Noida,Seed,2023,5,9259032,Tier-2,Small
AgriTech,Bangalore,Series B,2019,3,104524473,Tier-1,Small
HealthTech,Mumbai,Series B,2020,3,104466642,Tier-1,Medium
AI,Chennai,Series A,2020,1,28421163,Tier-2,Large
Logistics,Delhi,Series C,2021,1,576760298,Tier-1,Medium
FinTech,Noida,Pre-Seed,2023,2,708723,Tier-2,Large
AI,Mumbai,Seed,2020,1,2417009,Tier-1,Large
E-commerce,Bangalore,Series A,2011,2,33082696,Tier-1,Large
HealthTech,Noida,Pre-Seed,2022,4,896401,Tier-2,Medium
HealthTech,Bangalore,Series C,2016,2,761762968,Tier-1,Medium
Logistics,Mumbai,Seed,2018,2,4302852,Tier-1,Medium
E-commerce,Noida,Seed,2021,4,9943729,Tier-2,Large
FinTech,Pune,Pre-Seed,2015,2,772213,Tier-2,Large
SaaS,Pune,Seed,2020,3,2539018,Tier-2,Large
E-commerce,Mumbai,Series A,2020,2,20085740,Tier-1,Large
FinTech,Pune,Seed,2019,1,4845743,Tier-2,Large
EdTech,Mumbai,Pre-Seed,2020,2,1585796,Tier-1,Small
AgriTech,Chennai,Series B,2018,4,199277906,Tier-2,Small
HealthTech,Noida,Pre-Seed,2021,1,1150120,Tier-2,Medium
FinTech,Mumbai,Series B,2020,4,156729244,Tier-1,Large
AI,Hyderabad,Seed,2017,4,6095512,Tier-2,Large
Logistics,Delhi,Seed,2014,3,8337195,Tier-1,Medium
AgriTech,Delhi,Seed,2017,5,2075120,Tier-1,Small
AI,Hyderabad,Series A,2014,3,15144359,Tier-2,Large
AgriTech,Bangalore,Series A,2017,4,37378274,Tier-1,Small
HealthTech,Bangalore,Series C,2023,4,377715271,Tier-1,Medium
E-commerce,Bangalore,Seed,2023,4,2829911,Tier-1,Large
SaaS,Noida,Series A,2016,4,16106424,Tier-2,Large
E-commerce,Bangalore,Seed,2021,4,4184687,Tier-1,Large
FinTech,Chennai,Series C,2014,3,549499337,Tier-2,Large
Logistics,Hyderabad,Series B,2017,5,55476593,Tier-2,Medium
E-commerce,Delhi,Seed,2022,4,2049178,Tier-1,Large
HealthTech,Hyderabad,Seed,2015,5,9355666,Tier-2,Medium
Logistics,Delhi,Pre-Seed,2016,1,824731,Tier-1,Medium
FinTech,Bangalore,Series A,2020,2,15633729,Tier-1,Large
EdTech,Chennai,Series B,2014,4,167237177,Tier-2,Small
E-commerce,Mumbai,Series C,2017,4,223232556,Tier-1,Large
E-commerce,Mumbai,Series A,2020,4,46158053,Tier-1,Large
SaaS,Pune,Series A,2017,2,14422670,Tier-2,Large
FinTech,Bangalore,Seed,2010,5,5477438,Tier-1,Large
AI,Bangalore,Series A,2017,3,22866393,Tier-1,Large
E-commerce,Hyderabad,Seed,2019,4,7169583,Tier-2,Large
HealthTech,Chennai,Series A,2017,2,30727916,Tier-2,Medium
E-commerce,Chennai,Pre-Seed,2016,1,1825731,Tier-2,Large
SaaS,Hyderabad,Pre-Seed,2015,2,1008954,Tier-2,Large
EdTech,Chennai,Series A,2020,4,21488251,Tier-2,Small
SaaS,Noida,Series B,2019,5,137976714,Tier-2,Large
E-commerce,Noida,Series A,2012,5,23609610,Tier-2,Large
Logistics,Chennai,Series A,2016,1,41716655,Tier-2,Medium
AI,Noida,Series B,2020,4,74012367,Tier-2,Large
AgriTech,Mumbai,Seed,2013,1,7091120,Tier-1,Small
E-commerce,Chennai,Pre-Seed,2017,1,803120,Tier-2,Large
FinTech,Noida,Series B,2020,4,134441345,Tier-2,Large
E-commerce,Bangalore,Series B,2014,5,99276306,Tier-1,Large
AI,Mumbai,Seed,2022,5,5731229,Tier-1,Large
FinTech,Bangalore,Pre-Seed,2012,5,934157,Tier-1,Large
HealthTech,Bangalore,Series B,2015,5,56264451,Tier-1,Medium
Logistics,Noida,Series A,2015,5,21737488,Tier-2,Medium
FinTech,Noida,Pre-Seed,2015,1,1353264,Tier-2,Large
SaaS,Hyderabad,Pre-Seed,2017,3,1740977,Tier-2,Large
EdTech,Pune,Series C,2010,4,650435487,Tier-2,Small
SaaS,Chennai,Pre-Seed,2022,3,1357063,Tier-2,Large
AgriTech,Chennai,Seed,2019,1,6887805,Tier-2,Small
FinTech,Chennai,Seed,2010,4,6221581,Tier-2,Large
HealthTech,Chennai,Pre-Seed,2019,1,1167372,Tier-2,Medium
E-commerce,Noida,Pre-Seed,2016,4,598775,Tier-2,Large
Logistics,Mumbai,Seed,2020,2,8913241,Tier-1,Medium
FinTech,Delhi,Seed,2012,1,4702576,Tier-1,Large
SaaS,Bangalore,Series B,2017,1,102902845,Tier-1,Large
FinTech,Pune,Seed,2012,2,4898983,Tier-2,Large
FinTech,Pune,Seed,2022,5,2466346,Tier-2,Large
FinTech,Delhi,Seed,2015,2,2567101,Tier-1,Large
HealthTech,Delhi,Pre-Seed,2010,2,819619,Tier-1,Medium
Logistics,Delhi,Pre-Seed,2011,3,626905,Tier-1,Medium
AI,Noida,Series A,2016,3,48039768,Tier-2,Large
AI,Mumbai,Pre-Seed,2021,5,1927170,Tier-1,Large
FinTech,Delhi,Seed,2015,3,8881498,Tier-1,Large
HealthTech,Mumbai,Series B,2010,5,112599239,Tier-1,Medium
HealthTech,Noida,Seed,2019,2,5534745,Tier-2,Medium
AgriTech,Hyderabad,Seed,2016,3,9131686,Tier-2,Small
FinTech,Hyderabad,Series B,2013,5,102555671,Tier-2,Large
SaaS,Pune,Series B,2010,5,112080152,Tier-2,Large
SaaS,Hyderabad,Series B,2018,3,122432623,Tier-2,Large
EdTech,Mumbai,Series A,2023,4,42450089,Tier-1,Small
Logistics,Mumbai,Series C,2012,3,718696412,Tier-1,Medium
FinTech,Bangalore,Series B,2023,5,186465489,Tier-1,Large
EdTech,Delhi,Seed,2018,4,2159514,Tier-1,Small
SaaS,Chennai,Series A,2023,3,29113136,Tier-2,Large
SaaS,Chennai,Pre-Seed,2023,2,941133,Tier-2,Large
FinTech,Delhi,Series A,2016,1,18774729,Tier-1,Large
EdTech,Chennai,Seed,2023,3,7062384,Tier-2,Small
EdTech,Chennai,Seed,2017,3,6737328,Tier-2,Small
FinTech,Noida,Pre-Seed,2016,1,1517336,Tier-2,Large
Logistics,Chennai,Seed,2019,4,8816938,Tier-2,Medium
AgriTech,Pune,Seed,2020,1,3003152,Tier-2,Small
EdTech,Mumbai,Series A,2018,4,18695144,Tier-1,Small
AgriTech,Mumbai,Seed,2012,5,4318450,Tier-1,Small
E-commerce,Mumbai,Series A,2017,4,41025953,Tier-1,Large
Logistics,Delhi,Seed,2021,2,9392130,Tier-1,Medium
SaaS,Hyderabad,Series A,2011,1,36842577,Tier-2,Large
AI,Pune,Seed,2013,2,8865615,Tier-2,Large
Logistics,Pune,Series B,2019,2,188038465,Tier-2,Medium
AgriTech,Chennai,Series A,2022,1,13395120,Tier-2,Small
AgriTech,Bangalore,Series B,2013,4,168251550,Tier-1,Small
AgriTech,Mumbai,Pre-Seed,2022,2,1064752,Tier-1,Small
HealthTech,Noida,Seed,2015,2,8044593,Tier-2,Medium
Logistics,Pune,Pre-Seed,2012,4,1429234,Tier-2,Medium
EdTech,Pune,Pre-Seed,2021,2,1329215,Tier-2,Small
EdTech,Bangalore,Seed,2010,3,8450889,Tier-1,Small
HealthTech,Chennai,Series B,2023,1,82755320,Tier-2,Medium
EdTech,Pune,Series A,2019,4,40166353,Tier-2,Small
HealthTech,Pune,Seed,2017,3,8923483,Tier-2,Medium
AgriTech,Hyderabad,Series A,2018,3,12416635,Tier-2,Small
FinTech,Bangalore,Pre-Seed,2016,4,1387366,Tier-1,Large
Logistics,Noida,Seed,2018,5,5136687,Tier-2,Medium
E-commerce,Noida,Series A,2015,2,18232236,Tier-2,Large
AgriTech,Chennai,Series A,2012,2,13440880,Tier-2,Small
E-commerce,Chennai,Series A,2020,5,49936521,Tier-2,Large
SaaS,Mumbai,Pre-Seed,2018,5,1022241,Tier-1,Large
AgriTech,Hyderabad,Seed,2023,5,4482387,Tier-2,Small
AI,Chennai,Series B,2010,2,143280098,Tier-2,Large
EdTech,Hyderabad,Series C,2010,1,450224274,Tier-2,Small
AI,Mumbai,Seed,2011,2,2971962,Tier-1,Large
FinTech,Noida,Series A,2020,1,22111050,Tier-2,Large
E-commerce,Bangalore,Pre-Seed,2013,2,1536649,Tier-1,Large
Logistics,Pune,Seed,2012,1,2611939,Tier-2,Medium
AgriTech,Pune,Series A,2010,1,28341957,Tier-2,Small
Logistics,Delhi,Seed,2016,3,2631958,Tier-1,Medium
FinTech,Delhi,Series B,2021,2,189118922,Tier-1,Large
FinTech,Delhi,Series A,2023,1,47770722,Tier-1,Large
EdTech,Pune,Series A,2023,3,45168220,Tier-2,Small
FinTech,Hyderabad,Pre-Seed,2013,2,1135704,Tier-2,Large
AgriTech,Delhi,Series A,2021,1,36814748,Tier-1,Small
AgriTech,Bangalore,Series C,2020,3,353427343,Tier-1,Small
Logistics,Chennai,Seed,2010,5,8510370,Tier-2,Medium
Logistics,Hyderabad,Pre-Seed,2015,1,1532752,Tier-2,Medium
E-commerce,Pune,Series C,2023,3,732662249,Tier-2,Large
AgriTech,Bangalore,Seed,2015,1,4060196,Tier-1,Small
AI,Noida,Seed,2010,2,3255186,Tier-2,Large
E-commerce,Pune,Pre-Seed,2016,3,1018611,Tier-2,Large
EdTech,Hyderabad,Pre-Seed,2017,2,1012710,Tier-2,Small
E-commerce,Hyderabad,Pre-Seed,2014,3,1126866,Tier-2,Large
HealthTech,Hyderabad,Seed,2019,1,5003032,Tier-2,Medium
Logistics,Mumbai,Series A,2020,2,17633970,Tier-1,Medium
AI,Chennai,Series A,2023,4,36264328,Tier-2,Large
Logistics,Delhi,Series A,2016,4,38396628,Tier-1,Medium
HealthTech,Mumbai,Seed,2017,4,4116147,Tier-1,Medium
HealthTech,Chennai,Series B,2022,4,146432299,Tier-2,Medium
SaaS,Pune,Series B,2022,3,102308363,Tier-2,Large
AgriTech,Delhi,Seed,2023,2,6810637,Tier-1,Small
